id_item,learning_area,type_item,bloom_taxonomy,theo_diff,stimulus_text,stimulus_image,answeroption_01,answeroption_02,answeroption_03,answeroption_04,answeroption_05,answeroption_06,answer_correct,type_stimulus,type_answer,if_answeroption_01,if_answeroption_02,if_answeroption_03,if_answeroption_04,if_answeroption_05,if_answeroption_06
32,Grundlagen der Inferenzstatistik,content,comprehension,easy,"Eine Bürgerumfrage ergab, dass 1974 64,5 % der Erwachsenen in einem bestimmten US-Bundesstaat die Todesstrafe befürworteten, während dieser Prozentsatz 2006 bei 68,5 % lag. Um festzustellen, ob die Befürwortung der Todesstrafe zugenommen hat, beträgt der p-Wert für einen Test auf Unterschiede in den Anteilen .011. Welche der folgenden Diagrammlinien (A, B, C oder D) stellt ein plausibles 95%-Konfidenzintervall für den Unterschied im Anteil der Personen dar, die die Todesstrafe zwischen 1974 und 2006 befürworten?",www/reali_item32_stimulus.png,A,B,C,D,NA,Frage überspringen.,4,image,text,"Falsch. In der Abbildung ist die Differenz der Umfrageergebnisse von 2006 (68,5%) und 1974 (64,5%) abgebildet, was einem Mittelwert von 4 entspricht. In dieser Abbildung liegt der Mittelwert jedoch auf 0. Darüber hinaus ist der p-Wert mit .011 kleiner als .05, somit ist er signifikant auf einem Alphaniveau von 5%. Ein 95%-Konfidenzintervall eines signifikanten Ergebnisses auf 5%-Niveau beinhaltet nicht den Wert 0, was hier jedoch der Fall ist.","In der Abbildung ist die Differenz der Umfrageergebnisse von 2006 (68,5%) und 1974 (64,5%) abgebildet, was einem Mittelwert von 4 entspricht. In dieser Abbildung liegt der Mittelwert jedoch auf 0. Darüber hinaus ist der p-Wert mit .011 kleiner als .05, somit ist er signifikant auf einem Alphaniveau von 5%. Ein 95%-Konfidenzintervall eines signifikanten Ergebnisses auf 5%-Niveau beinhaltet nicht den Wert 0, was hier jedoch der Fall ist.","In der Abbildung ist die Differenz der Umfrageergebnisse von 2006 (68,5%) und 1974 (64,5%) abgebildet, was einem Mittelwert von 4 entspricht. Der p-Wert ist mit .011 kleiner als .05, somit ist er signifikant auf einem Alphaniveau von 5%. Ein 95%-Konfidenzintervall eines signifikanten Ergebnisses auf 5%-Niveau beinhaltet nicht den Wert 0, was hier jedoch der Fall ist.","Richtig! In der Abbildung ist die Differenz der Umfrageergebnisse von 2006 (68,5%) und 1974 (64,5%) abgebildet, was einem Mittelwert von 4 entspricht.. Der p-Wert ist mit .011 kleiner als .05, somit ist er signifikant auf einem Alphaniveau von 5%. Ein 95%-Konfidenzintervall eines signifikanten Ergebnisses auf 5%-Niveau beinhaltet nicht den Wert 0.",NA,Alles klar! Du hast die Aufgabe übersprungen.
35,Wahrscheinlichkeit,content,comprehension,easy,"Eine Spielzeugfirma hat einen kleinen Plastikhund entwickelt, der in die Luft geworfen werden kann. Er kann entweder mit allen vier Füßen auf dem Boden, auf dem Rücken, auf der rechten oder auf der linken Seite liegend landen. Das Unternehmen kennt jedoch nicht die Wahrscheinlichkeit für jedes dieser Ergebnisse. Welche der folgenden Methoden ist am besten geeignet, um die Wahrscheinlichkeit der einzelnen Ergebnisse zu schätzen?",NA,"Da es vier mögliche Ergebnisse gibt, ordnen Sie jedem Ergebnis eine Wahrscheinlichkeit von 1/4 zu.","Werfen Sie den Plastikhund viele Male und sehen Sie, wie viel Prozent der Zeit jedes Ergebnis eintritt.","Simulieren Sie die Daten mit einem Modell, das vier gleich wahrscheinliche Ergebnisse hat.",NA,NA,Frage überspringen.,2,text,text,Falsch. Die Wahrscheinlichkeiten sollen herausgefunden werden und nicht a priori festgelegt werden.,"Richtig! Die Wahrscheinlichkeiten sind unbekannt, deshalb werfen wir den Hund viele Male, um daraus eine Verteilung der Ergebnisse darstellen zu können. Diese dient dann als Schätzer der Wahrscheinlichkeiten für die jeweiligen Seiten, auf denen der Hund landen kann.","Falsch. Die Wahrscheinlichkeiten sollen herausgefunden werden und nicht a priori festgelegt werden. Darüber hinaus kennen Sie die Antwort auf diese Frage bereits, das müssen Sie nicht simulieren ;)",NA,NA,Alles klar! Du hast die Aufgabe übersprungen.
36,Wahrscheinlichkeit,content,comprehension,easy,"Betrachten Sie den unten abgebildeten Kreisel mit den Buchstaben A bis D. Joan hat den Kreisel 10 Mal gedreht und jedes Mal den Buchstaben notiert, auf dem der Kreisel gelandet ist. Als sie sich die Ergebnisse ansah, stellte sie fest, dass der Buchstabe B bei 5 der 10 Drehungen auftauchte. Jetzt zweifelt sie an der Fairness des Kreisels, denn es scheint, als hätte sie zu viele Bs erhalten. Ein Statistiker möchte ein Wahrscheinlichkeitsmodell aufstellen, um zu untersuchen, wie oft das Ergebnis von 5 Bs von 10 Drehungen bei einem fairen Kreisel allein durch Zufall auftreten könnte. Welches ist das beste Wahrscheinlichkeitsmodell für den Statistiker?",www/reali_item36_stimulus.png,Die Wahrscheinlichkeit für jeden Buchstaben ist die gleiche - 1/4 für jeden Buchstaben.,Die Wahrscheinlichkeit für den Buchstaben B ist 1/2 und die anderen drei Buchstaben haben jeweils eine Wahrscheinlichkeit von 1/6.,"Die Wahrscheinlichkeit für Buchstabe B ist 1/2, und die Wahrscheinlichkeiten für die anderen Buchstaben summieren sich zu 1/2.",NA,NA,Frage überspringen.,1,image,text,"Richtig! Bei einem fairen Kreisel und einer Einteilung wie bei dem abgebildeten, tritt jeder Buchstabe im Mittel gleich häufig auf, also 1/4 für jeden Buchstaben","Falsch. Um herauszufinden, wie häufig 5 Bs bei 10 Drehungen bei einem fairen Kreisen auftreten können, benötigen wir das Wahrscheinlichkeitsmodell eines fairen Kreisels. Bei einem fairen Kreisel tritt jeder Buchstabe im Mittel gleich häufig auf, also 1/4 für jeden Buchstaben.","Falsch. Um herauszufinden, wie häufig 5 Bs bei 10 Drehungen bei einem fairen Kreisen auftreten können, benötigen wir das Wahrscheinlichkeitsmodell eines fairen Kreisels. Bei einem fairen Kreisel tritt jeder Buchstabe im Mittel gleich häufig auf, also 1/4 für jeden Buchstaben.",NA,NA,Alles klar! Du hast die Aufgabe übersprungen.
37,Zusammenhangsmaße,content,knowledge,easy,"Studien zeigen, dass Frauen mit zunehmendem Alter eine geringere Knochendichte aufweisen. Welches der folgenden Diagramme veranschaulicht diesen Punkt?",NA,www/reali_item37_answeropt1.png,www/reali_item37_answeropt2.png,www/reali_item37_answeropt3.png,NA,NA,www/skip.png,1,text,image,"Richtig! Die Daten in der Abbildung zeigen einen negativen Zusammenhang, sprich je höher das Alter, desto geringer die Knochendichte.","Falsch. Die Daten in der Abbildung zeigen einen positiven Zusammenhang, sprich eine höhere Knochendichte mit höherem Alter.",Falsch. Die Daten in der Abbildung zeigen keinen Zusammenhang zwischen Alter und Knochendichte.,NA,NA,Alles klar! Du hast die Aufgabe übersprungen.
38,Regression,content,application,easy,"Eine Statistikstudentin sammelte Daten über eine große Anzahl von Autos eines bestimmten Modells, von Neuwagen bis hin zu Fahrzeugen, die bis zu 10 Jahre alt waren. Anhand der Daten über das Alter der Autos (in Jahren) und die Autopreise (in US-Dollar) konnte sie eine lineare Beziehung feststellen und die folgende Regressionsgleichung sowie die Darstellung der Regressionsgleichung berechnen (siehe unten). Ein Freund bat sie, den Preis eines 5 Jahre alten Modells dieses Autos mittels Regression vorherzusagen. Welche der folgenden Methoden kann für eine Schätzung verwendet werden?",www/reali_item38_stimulus.png,"Den Punkt auf der Linie suchen, der einem Alter von 5 Jahren entspricht, und Sie den entsprechenden Wert auf der y-Achse ablesen.",Ein Alter von 5 Jahren in die Gleichung einsetzen und nach “vorhergesagtem Preis” auflösen.,Beide Methoden sind korrekt.,Keine der beiden Methoden ist korrekt.,NA,Frage überspringen.,3,image,text,"Falsch. Die Methode ist zwar geeignet, die andere jedoch auch.","Falsch. Die Methode ist zwar geeignet, die andere jedoch auch.",Richtig!,Falsch. Beide Methoden sind geeignet.,NA,Alles klar! Du hast die Aufgabe übersprungen.
39,Regression,content,application,easy,"Am ersten Tag ihres Statistikkurses gab Dr. Andrew den Studierenden einen Vortest, um ihre statistischen Kenntnisse zu ermitteln. Am Ende des Kurses führte er mit den Studierenden genau denselben Test durch. Dr. Andrew erstellte das Streudiagramm (unten links) zwischen den Ergebnissen des Vortests und denen der Nachprüfung. Der ausgefüllte Punkt in der oberen rechten Ecke des Streudiagramms stellt die Ergebnisse von Nicola vor und nach dem Test dar. Es stellte sich heraus, dass Nicolas Pretest-Punktzahl tatsächlich 5 betrug (und nicht 100, wie zuvor angegeben), und ihre Posttest-Punktzahl war 100. Nicolas Ergebnisse wurden korrigiert und ein neues Streudiagramm wurde erstellt (unten rechts). Wie würden Sie die Stärke der Korrelation zwischen den Pretest- und Posttest-Ergebnissen für das neue Streudiagramm mit Nicolas tatsächlichen Ergebnissen (oben rechts) im Vergleich zur Stärke der Beziehung für das ursprüngliche Streudiagramm (oben links) einschätzen?",www/reali_item39_stimulus.png,Die neue Korrelation wäre schwächer als die ursprüngliche Korrelation.,Die neue Korrelation wäre stärker als die ursprüngliche Korrelation.,Die neue Korrelation hätte die gleiche Stärke wie die ursprüngliche Korrelation.,NA,NA,Frage überspringen.,1,image,text,"Richtig! In der ersten Abbildung lässt sich ein positiver Zusammenhang erkennen, das heißt, je besser der Score beim Pretest, desto besser auch der Score beim Posttest. In der korrigierten Version spricht Nicolas Datenpunkt jedoch dagegen, sie hatte einen niedrigen Pretest-Wert und hat den höchsten Posttest-Wert erreicht (lernen zahlt sich also doch noch aus ;) ). Dadurch ist der positive Zusammenhang schwächer geworden.","Falsch. In der ersten Abbildung lässt sich ein positiver Zusammenhang erkennen, das heißt, je besser der Score beim Pretest, desto besser auch der Score beim Posttest. In der korrigierten Version spricht Nicolas Datenpunkt jedoch dagegen, sie hatte einen niedrigen Pretest-Wert und hat den höchsten Posttest-Wert erreicht (lernen zahlt sich also doch noch aus ;) ). Dadurch ist der positive Zusammenhang schwächer geworden.","Falsch. In der ersten Abbildung lässt sich ein positiver Zusammenhang erkennen, das heißt, je besser der Score beim Pretest, desto besser auch der Score beim Posttest. In der korrigierten Version spricht Nicolas Datenpunkt jedoch dagegen, sie hatte einen niedrigen Pretest-Wert und hat den höchsten Posttest-Wert erreicht (lernen zahlt sich also doch noch aus ;) ). Dadurch ist der positive Zusammenhang schwächer geworden.",NA,NA,Alles klar! Du hast die Aufgabe übersprungen.
40,Regression,content,application,medium,"Es wurde eine Zufallsstichprobe von 7 Haushalten gezogen, und es wurden Informationen über ihr Einkommen und ihre Ausgaben für Lebensmittel in diesem Jahr gesammelt. Unten ist ein Streudiagramm dieser Daten mit der eingefügten Regressionsgerade abgebildet: Die Regressionsgleichung für diese Daten hat einen Achsenabschnitt von 1,869 und eine Steigung von 0,202:
Vorhergesagte Ausgaben = 1,869 + 0,202 (Einkommen). Nach weiterer Analyse fanden die Forscher heraus, dass es sich bei Punkt 4 um Daten aus einem anderen Jahr handelte, und beschlossen, ihn auszuschließen. Was würde für die Regressionsgleichung gelten, nachdem Punkt 4 ausgeschlossen wurde?",www/reali_item40_stimulus.png,Sowohl der Achsenabschnitt als auch die Steigung werden größer.,Sowohl der Achsenabschnitt als auch die Steigung nehmen ab.,Der Achsenabschnitt wird kleiner und die Steigung wird größer.,Der Achsenabschnitt wird größer und die Steigung wird kleiner.,Sowohl der Achsenabschnitt als auch die Steigung bleiben gleich.,Frage überspringen.,4,image,text,"Falsch. Der Achsenabschnitt wird zwar größer, aber die Steigung wird kleiner. Punkt 4 lag über der Regressionsgeraden, was bedeutet, dass dieser Punkt die Regressionsgerade nach oben gezogen hat. Seine Entfernung wird daher zu einer kleineren Steigung führen.","Falsch. Die Steigung nimmt zwar korrekterweise ab, aber der Achsenabschnitt wird größer, denn je mehr die Steigung gegen 0 geht, desto stärker nähert sich der Achsenabschnitt dem Mittelwert der Datenpunkte der y-Achse an.","Falsch. Es ist genau andersherum, der Achsenabschnitt wird größer und die Steigung kleiner. Punkt 4 lag über der Regressionsgeraden, was bedeutet, dass dieser Punkt die Regressionsgerade nach oben gezogen hat. Seine Entfernung wird daher zu einer kleineren Steigung führen. Dadurch, dass die Steigung kleiner wird und sich Richtung 0 bewegt, nähert sich der Achsenabschnitt dem Mittelwert der Datenpunkte der y-Achse an.","Richtig! Punkt 4 lag über der Regressionsgeraden, was bedeutet, dass dieser Punkt die Regressionsgerade nach oben gezogen hat. Seine Entfernung wird daher zu einer kleineren Steigung führen. Dadurch, dass die Steigung kleiner wird und sich Richtung 0 bewegt, nähert sich der Achsenabschnitt dem Mittelwert der Datenpunkte der y-Achse an.","Falsch. Dies wäre der Fall gewesen, hätte Punkt 4 exakt auf der Regressionsgleichung gelegen. Da er dies nicht tut, wirkt sich der Datenpunkt (als auch das Entfernen dessen) auf Achsenabschnitt sowie auch Steigung aus.",Alles klar! Du hast die Aufgabe übersprungen.
41,Wahrscheinlichkeit,coding,application,easy,Welche der folgenden Aussagen beschreibt am besten die Verteilung der Variable „schlafqualitaet“ in unserem Datensatz?,NA,Gleichverteilung über die Werte 1 bis 5,Normalverteilung,Linksschief,Bimodale Verteilung,NA,Frage überspringen.,2,text,text,"Falsch. Auch wenn die Werte von 1 bis 5 gehen, sind sie nicht gleichverteilt. Gleichverteilt würde bedeuten, dass jeder Wert gleich häufig auftritt.","Richtig! Die Variable ist zwar ordinal skaliert, aber die Verteilung der 5 Werte folgt am ehesten einer Normalverteilung.",Falsch. Eine Schiefe ist in den Daten nicht erkennbar.,"Falsch. Eine bimodale Verteilung ist in den Daten nicht erkennbar, da es nur einen eindeutigen höchsten Wert gibt und die Werte herum stetig niedriger werden.",NA,Alles klar! Du hast die Aufgabe übersprungen.
42,Wahrscheinlichkeit,coding,application,easy,Welche der folgenden Aussagen beschreibt am besten die Verteilung der Variable „durchschnittsnote“?,NA,Eine linkssteile Verteilung.,Eine linksschiefe Verteilung.,Eine Normalverteilung.,Eine bimodale Verteilung.,NA,Frage überspringen.,1,text,text,Richtig! Die Verteilung ist linkssteil und rechtsschief.,"Falsch. Die Verteilung ist nicht linksschief, sondern rechtsschief.",Falsch. Dafür ist die Verteilung zu schief.,Falsch. Einen Hinweis auf Bimodalität gibt es nicht.,NA,Alles klar! Du hast die Aufgabe übersprungen.
43,Deskriptivstatistik,coding,comprehension,easy,50% der Teilnehmenden betreiben pro Woche mindestens ... Minuten Sport.,NA,76.5,77,105.12,106,NA,Frage überspringen.,1,text,text,Richtig! Dies ist der Median und somit die korrekte Antwort.,Falsch. 77 Minuten beinhaltet weniger als 50% der Teilnehmenden.,"Falsch. Dies ist der Mittelwert, nach dem nicht gefragt wurde.","Falsch. Dies ist der gerundete Mittelwert, nach dem nicht gefragt wurde.",NA,Alles klar! Du hast die Aufgabe übersprungen.
44,Deskriptivstatistik,coding,knowledge,easy,Was ist der Modus der Variable „alleineSchlafen“?,NA,Alleine,Mit Partner,Mit Kind,Mit Kind+Partner,NA,Frage überspringen.,1,text,text,Richtig!,Falsch.,Falsch.,Falsch.,NA,Alles klar! Du hast die Aufgabe übersprungen.
45,Deskriptivstatistik,coding,knowledge,easy,Was ist die empirische Standardabweichung der Variable „durchschnittsnote“?,NA,0.46700000000000003,0.46200000000000002,0.46500000000000002,0.46400000000000002,NA,Frage überspringen.,4,text,text,Falsch. Dies ist die geschätzte Populationsstandardabweichung.,Falsch. Hier fehlt die Wurzel bei der Korrektur.,"Falsch. Bei der Korrektur darf nicht die Länge des gesamten Datensatzes verwendet werden, sondern die Länge nach Ausschluss fehlender Werte.",Richtig!,NA,Alles klar! Du hast die Aufgabe übersprungen.
46,Poweranalyse,coding,application,medium,"Die erhobene Stichprobe war eine anfallende Stichprobe. Nun soll im Nachgang geschaut werden, für welche Effektstärken (Cohen's d für einen Zwei-Stichproben-t-Test und r für eine Korrelation) 90% Power bei einem Alpha-Niveau von 5% erreicht wurden.",NA,Cohen's d = 0.65 & r = 0.32,Cohen's d = 0.46 & r = 0.32,Cohen's d = 0.65 & r = 0.44,Cohen's d = 0.46 & r = 0.44,NA,Frage überspringen.,1,text,text,Richtig!,"Falsch. Hier wurde für den Zwei-Stichproben-t-Test ein n von 100 verwendet, dies würde jedoch einer Gesamtstichprobengröße von 200 entsprechen.","Falsch. Hier wurde für die Korrelation ein n von 50 verwendet, dies würde jedoch einer Gesamtstichprobengröße von 50 entsprechen.","Falsch. Hier wurde für den Zwei-Stichproben-t-Test ein n von 100 verwendet, dies würde jedoch einer Gesamtstichprobengröße von 200 entsprechen, wohingegen für die Korrelation ein n von 50 verwendet wurde, was einer Gesamtstichprobengröße von 50 entspricht.",NA,Alles klar! Du hast die Aufgabe übersprungen.
47,Gruppentests,coding,application,medium,"Teste die Hypothese, ob Menschen mit Schlafstörung einen kürzeren Schlaf haben als Menschen ohne Schlafstörung. Welches ist das korrekte Testergebnis?",NA,"t = 3.02, df = 98, p = .002","t = 3.13, df = 80.75, p = .001","t = 3.13, df = 80.75, p = .002","t = 3.02, df = 98, p = .003",NA,Frage überspringen.,1,text,text,Richtig!,"Falsch. Dies ist das Ergebnis eines Welch t-Tests, der eingesetzt wird, wenn Varianzhomogenität nicht gegeben ist.","Falsch. Dies ist das Ergebnis eines Welch t-Tests, der eingesetzt wird, wenn Varianzhomogenität nicht gegeben ist. Außerdem ist der Test zweiseitig, der nicht die gestellte Hypothese testet.",Falsch. Dies ist das Ergebnis einer zweiseitigen Testung und testet somit nicht die gestellte Hypothese.,NA,Alles klar! Du hast die Aufgabe übersprungen.
48,Zusammenhangsmaße,coding,application,easy,"Führe eine inferenzstatistische Überprüfung der Hypothese ""Je kürzer jemand schläft, desto höher ist das Wohlbefinden."" durch. Welches ist das korrekte Ergebnis?",NA,"r = .52, df = 98, p < .05","r = .55, df = 98, p < .05","r = .55, df = 98, p > .05","r = .52, df = 98, p > .05",NA,Frage überspringen.,4,text,text,Falsch. Dieser Test hat nicht die entsprechende Richtung der Hypothese geprüft.,"Falsch. Dieser Test prüfte eine Spearman-Rang-Korrelation, hier ist jedoch eine Pearson-Korrelation angemessen. Darüber hinaus hat der Test nicht die entsprechende Richtung der Hypothese geprüft.","Falsch. Dieser Test prüfte eine Spearman-Rang-Korrelation, hier ist jedoch eine Pearson-Korrelation angemessen.",Richtig!,NA,Alles klar! Du hast die Aufgabe übersprungen.
49,Grundlagen der Inferenzstatistik,coding,application,easy,"Eine Wissenschaftlerin merkt an, dass die Stichprobe verzerrt sein könnte, wenn nur Personen mit sehr guten Noten erhoben wurden. Dies wäre der Fall, wenn die Stichprobe eine mittlere Durchschnittsnote von 1.8 und besser aufweist. Überprüfe, ob die mittlere Durchschnittsnote der Stichprobe signifikant schlechter als 1.8 ist. Welches ist das entsprechende Ergebnis?",NA,"t = 37.61, df = 81, p < .001","t = 2.73, df = 81, p = .008","t = 2.73, df = 81, p = .004","t = 2.73, df = 81, p = .996",NA,Frage überspringen.,3,text,text,Falsch. Dieser Test prüfte nicht die entsprechende Richtung der aufgestellten Hypothese.,Falsch. Dieser Test beachtete nicht die Richtung der aufgestellten Hypothese.,Richtig!,Falsch. Dieser Test prüfte in die falsche Richtung.,NA,Alles klar! Du hast die Aufgabe übersprungen.
50,Grundlagen der Inferenzstatistik,coding,knowledge,easy,Welches der folgenden Intervalle ist das 99%-Konfidenzintervall für die durchschnittliche Schlafdauer?,NA,"[6.44, 6.91]","[6.40, 6.96]","[6.30, 7.05]","[5.53, 8.53]",NA,Frage überspringen.,3,text,text,Falsch. Dies ist das 90%-Konfidenzintervall.,Falsch. Dies ist das 95%-Konfidenzintervall.,Richtig!,Falsch.,NA,Alles klar! Du hast die Aufgabe übersprungen.
51,Wahrscheinlichkeit,coding,knowledge,medium,"Wie hoch ist die Wahrscheinlichkeit in Prozent, dass eine zufällig ausgewählte Person im Datensatz eine Schlafqualität von 4 oder 5 hat?",NA,7,15,22,42,NA,Frage überspringen.,3,text,text,Falsch. Dies ist die Wahrscheinlichkeit für Personen mit einer Schlafqualität von ausschließlich 5.,Falsch. Dies ist die Wahrscheinlichkeit für Personen mit einer Schlafqualität von ausschließlich 4.,Richtig!,Falsch. Dies ist die Wahrscheinlichkeit für Personen mit einer Schlafqualität von ausschließlich 3.,NA,Alles klar! Du hast die Aufgabe übersprungen.
52,Deskriptivstatistik,coding,knowledge,easy,"Wie viele Personen haben angegeben, nicht alleine zu schlafen und eine laute Schlafumgebung zu haben?",NA,50,19,84,38,NA,Frage überspringen.,2,text,text,"Falsch. Das sind alle Personen, die nicht alleine schlafen – unabhängig ihrer Schlafumgebung.",Richtig!,"Falsch. Das sind alle Personen, die in einer gemischten oder lauten Umgebung schlafen – unabhängig davon, ob sie alleine schlafen oder nicht.","Falsch. Das sind alle Personen, die in einer lauten Umgebung schlafen – unabhängig davon, ob sie alleine schlafen oder nicht.",NA,Alles klar! Du hast die Aufgabe übersprungen.
53,Zusammenhangsmaße,coding,application,easy,Welcher Zusammenhang beschreibt am besten die Beziehung zwischen den Variablen „sportlicheAktivitaet“ und „schlafqualitaet“?,NA,Positive Korrelation,Negative Korrelation,Keine Korrelation,U-förmige Beziehung,NA,Frage überspringen.,1,text,text,Richtig!,Falsch.,Falsch.,Falsch.,NA,Alles klar! Du hast die Aufgabe übersprungen.
54,Zusammenhangsmaße,coding,application,medium,"Nach Überprüfung der Normalverteilung der Variablen „schlafqualitaet“ und „sportlicheAktivitaet“, welches Korrelationsmaß ist angemessen und was ist dessen Wert?",NA,"Pearson-Korrelation, r = 0.58","Spearman-Rang-Korrelation, r = 0.52","Pearson-Korrelation, r = 0.52","Spearman-Rang-Korrelation, r = 0.58",NA,Frage überspringen.,2,text,text,"Falsch. Beide Variablen verletzen die Normalverteilungsannahme, weshalb eine Pearson-Korrelation nicht angebracht ist.",Richtig!,"Falsch. Der Korrelationskoeffizient stimmt zwar, aber eine Pearson-Korrelation ist aufgrund der Verletzung der Normalverteilungsannahme nicht angebracht.","Falsch. Spearman-Rang-Korrelation stimmt zwar, aber der Korrelationskoeffizient entstammt einer Pearson-Korrelation.",NA,Alles klar! Du hast die Aufgabe übersprungen.
55,Gruppenvergleiche,content,application,hard,"Ein Aspekt, der bei der Borderline-Persönlichkeitsstörung (BPS) zu erheblichem Leidensdruck führt, ist eine gestörte Affektregulation, die oft mit starken Schwankungen in den Affektzuständen der PatientInnen einhergeht.

Im Rahmen eines klinischen Trials zur Wirksamkeit der dialektisch-behavioralen Therapie (DBT) bei BPS wurde unter anderem untersucht, ob diese  in der Lage ist, diese Schwankungen im Affekt zu reduzieren. Dafür wurden Patient*innen randomisiert einer Kontrollgruppe ($$n_{TAU}$$ = 101), die Treatment as Usual (TAU) erhielt und der Treatmentgruppe ($$n_{DBT}$$ = 46) zugeordet und nach Abschluss der Therapie in beiden Gruppen ein Instrument zur Messung des Affektes erhoben. Die Ergebnisse einer vorher durchgeführten Pilotstudie ergaben bereits, dass die Schwankungen in den Affektzuständen in der DBT-Gruppe im Vergleich zur TAU-Gruppe um 30 Prozent verringert werden konnten. Nach der Pilotierungsstudie wurde die Intervention weiter optimiert. Man geht davon aus, dass der Effekt dieser neuen, verbesserten Intervention in der aktuellen Studie stärker sein wird als der in der Pilotstudie gefundene Effekt.

Die deskriptiven Kennwerte der Studie sind in folgender Tabelle dargestellt:

<table>
  <tr>
    <th>Gruppe</th>
    <th>M</th>
    <th>S<sup>2</sup></th>
  </tr>
  <tr>
    <td>DBT</td>
    <td>10.8</td>
    <td>4.9</td>
  </tr>
  <tr>
    <td>TAU</td>
    <td>15.1</td>
    <td>14.3</td>
  </tr>
</table>

Berechne eine geeignete Prüfgröße, um die Hypothese zu testen und runden sie das Ergebnis auf zwei Nachkommastellen.",NA,2.07,2.95,2.04,2.92,NA,"

Frage überspringen",1,"

text","

text","Richtig, seht gut! Du hast erkannt, dass es sich um einen F-Test handelt. Die Stichprobenstandardabweichungen hast du richtigerweise  in geschätzte Populationsvarianzen umgerechnet und dann bei der Teststatistik darauf geachtet, dass die H0 nicht $$\sigma^2_{\text{DBT}}/\sigma^2_{\text{TAU}}=1$$, sondern $$\sigma^2_{\text{DBT}}/\sigma^2_{\text{TAU}}=0.7$$ war. Hier nochmal ein möglicher Rechenweg:","Leider falsch. Du hast zwar erkannt, dass es sich um einen F-Test handelt und korrekterweise die Stichprobenvarianzen in geschätzten Populationsvarianzen umgerechnet. Allerdings hast du nicht berücksichtigt, dass die H0 nicht $$\sigma^2_{\text{DBT}}/\sigma^2_{\text{TAU}}=1$$, sondern $$\sigma^2_{\text{DBT}}/\sigma^2_{\text{TAU}}=0.7$$ war. Dies war in der Aufgabe, durch die 30% Reduktion der Variabilität der DBT-Gruppe im Vergleich zur TAU-Gruppe impliziert.","Leider falsch. Du hast hast zwar erkannt, dass es sich um einen F-Test handelt und hast korrekterweise nicht die Nullhypothese nicht $\sigma^2_{\text{DBT}}/\sigma^2_{\text{TAU}}=1$, sondern $\sigma^2_{\text{DBT}}/\sigma^2_{\text{TAU}}=0.7$ getestet. Allerdings hast du nicht berücksichtigt, dass die Stichprobenvarianzen für die Teststatistik noch in geschätzte Populationsvarianzen umgerechnet werden müssen.","Leider falsch. Du hast zwar erkannt, dass es sich um einen F-Test handelt, hast jedoch an zwei Stellen einen Fehler gemacht. Erstens musst statt der angegeben Stichprobenvarianzen diese in geschätzte Populationsvarianzen umrechnen. Zweitens war nicht nach der Nullhypothese  $\sigma^2_{\text{DBT}}/\sigma^2_{\text{TAU}}=1$, sondern $\sigma^2_{\text{DBT}}/\sigma^2_{\text{TAU}}=0.7$ in der Aufgabenstellung gefragt. Dies war in der Aufgabe, durch die 30% Reduktion der Variabilität der DBT-Gruppe im Vergleich zur TAU-Gruppe impliziert.",NA,"

Alles klar! Du hast die Aufgabe übersprungen."
